"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 06 11:27:04 CEST 2024","Sat Jul 06 11:27:18 CEST 2024","13998","","miacademy.ParentFormTest","","miacademy.ParentFormTest","","FillInParentFormViaMiacadamyAndMiaprepLinks",""
